Name,BR CPI NADJ,BR CHANGE IN CPI (%YOY) NADJ,BR US $ TO NATIONAL CURRENCY UNIT - EXCHANGE RATE (AVG),BR MONEY MARKET RATE ( FEDERAL FUNDS ),CH CHANGE IN CPI (%YOY) NADJ,CH NATIONAL CURRENCY UNIT TO US $ - EXCHANGE RATE (AVG),CH REAL EFFECTIVE EXCHANGE RATE INDEX - CPI BASED SADJ,CH DISCOUNT RATE (EP),FR CPI NADJ,FR CHANGE IN CPI (%YOY) NADJ,FR US $ TO 1 EURO (FRENCH FRANC DERIVED HISTORY PRIOR 1999),FR REAL EFFECTIVE EXCHANGE RATE INDEX - CPI BASED SADJ,FR TREASURY BILL RATE,US CPI NADJ,US CHANGE IN CPI (%YOY) NADJ,US REAL EFFECTIVE EXCHANGE RATE INDEX - CPI BASED SADJ,US MONEY MARKET RATE ( FEDERAL FUNDS ),MX CPI (BASE 2002) NADJ,MX CPI: ANNUAL INFLATION RATE,MX MEXICAN PESOS TO US $-CENTRAL BANK SETTLEMENT RATE (AVG),MX EXCHANGE RATE REAL INDEX NADJ,"MX INTERNATIONAL RESERVES (US$, EP) CURN",#ERROR,#ERROR,JP NATIONAL CURRENCY UNIT TO US $ - MARKET RATE (AVG),JP MONEY MARKET RATE (OVERNIGHT LOANS)
Code,BRI64.A.F,BRI64..XF,BRI..AH.,BRI60B..,CHI64..XF,CHI..AF.,CHI..RECE,CHI60...,FRI64...F,FRI64..XF,FRXRUSE.,FRI..RECE,FRI60C..,USI64...F,USI64..XF,USI..RECE,USI60B..,MXCONPRCF,MXCPANNL,MXXRUSD.,MXXTW..RF,MXRESWUDA,,,JPI..RF.,JPI60B..
4/15/1960,#NA,#NA,9.24458E+12,#NA,#NA,2.462,#NA,#NA,12.2,4.2,1.3286,#NA,#NA,17.2,1.88,#NA,3.92,0.019,#NA,#NA,#NA,#NA,,,360,8.4
5/15/1960,#NA,#NA,9.24458E+12,#NA,#NA,2.462,#NA,#NA,12.2,4.54,1.3286,#NA,#NA,17.2,1.78,#NA,3.85,0.019,#NA,#NA,#NA,#NA,,,360,8.4
6/15/1960,#NA,#NA,9.24458E+12,#NA,#NA,2.462,#NA,#NA,12.2,4.21,1.3286,#NA,#NA,17.2,1.58,#NA,3.32,0.019,#NA,#NA,#NA,#NA,,,360,8.4
7/15/1960,#NA,#NA,9.24458E+12,#NA,#NA,2.462,#NA,#NA,12.2,4.2,1.3286,#NA,#NA,17.2,1.38,#NA,3.23,0.019,#NA,#NA,#NA,#NA,,,360,8.4
8/15/1960,#NA,#NA,9.24458E+12,#NA,#NA,2.462,#NA,#NA,12.3,4.64,1.3286,#NA,#NA,17.2,1.47,#NA,2.98,0.019,#NA,#NA,#NA,#NA,,,360,8.4
9/15/1960,#NA,#NA,9.24458E+12,#NA,#NA,2.462,#NA,#NA,12.4,4.31,1.3286,#NA,#NA,17.2,1.27,#NA,2.6,0.019,#NA,#NA,#NA,#NA,,,360,8.4
10/15/1960,#NA,#NA,9.24458E+12,#NA,#NA,2.462,#NA,#NA,12.4,3.82,1.3286,#NA,#NA,17.3,1.37,#NA,2.47,0.019,#NA,#NA,#NA,#NA,,,360,8.4
11/15/1960,#NA,#NA,9.24458E+12,#NA,#NA,2.462,#NA,#NA,12.4,3.5,1.3286,#NA,#NA,17.3,1.37,#NA,2.44,0.019,#NA,#NA,#NA,#NA,,,360,8.4
12/15/1960,#NA,#NA,8.81797E+12,#NA,#NA,2.462,#NA,#NA,12.5,3.65,1.3286,#NA,#NA,17.3,1.56,#NA,1.98,0.019,#NA,#NA,#NA,#NA,,,360,8.4
1/15/1961,#NA,#NA,8.11091E+12,#NA,#NA,2.462,#NA,#NA,12.5,2.4,1.3286,#NA,#NA,17.3,1.57,#NA,1.45,0.019,#NA,#NA,#NA,#NA,,,360,8.22
2/15/1961,#NA,#NA,7.81601E+12,#NA,#NA,2.462,#NA,#NA,12.5,2.09,1.3286,#NA,#NA,17.3,1.46,#NA,2.54,0.019,#NA,#NA,#NA,#NA,,,360,8.03
3/15/1961,#NA,#NA,6.85068E+12,#NA,#NA,2.462,#NA,#NA,12.5,2.09,1.3286,#NA,#NA,17.3,1.46,#NA,2.02,0.019,#NA,#NA,#NA,#NA,,,360,8.03
4/15/1961,#NA,#NA,6.07605E+12,#NA,#NA,2.462,#NA,#NA,12.5,1.79,1.3286,#NA,#NA,17.3,0.97,#NA,1.49,0.019,#NA,#NA,#NA,#NA,,,360,8.03
5/15/1961,#NA,#NA,6.39226E+12,#NA,#NA,2.462,#NA,#NA,12.4,1.95,1.3286,#NA,#NA,17.3,0.87,#NA,1.98,0.019,#NA,#NA,#NA,#NA,,,360,8.03
6/15/1961,#NA,#NA,6.56301E+12,#NA,#NA,2.462,#NA,#NA,12.4,1.65,1.3286,#NA,#NA,17.3,0.87,#NA,1.73,0.019,#NA,#NA,#NA,#NA,,,360,8.03
7/15/1961,#NA,#NA,6.51332E+12,#NA,#NA,2.462,#NA,#NA,12.5,2.09,1.3286,#NA,#NA,17.4,1.16,#NA,1.17,0.019,#NA,#NA,#NA,#NA,,,360,8.22
8/15/1961,#NA,#NA,6.32176E+12,#NA,#NA,2.462,#NA,#NA,12.6,1.78,1.3286,#NA,#NA,17.4,1.07,#NA,2,0.019,#NA,#NA,#NA,#NA,,,360,8.4
9/15/1961,#NA,#NA,5.88879E+12,#NA,#NA,2.462,#NA,#NA,12.6,2.22,1.3286,#NA,#NA,17.4,1.26,#NA,1.88,0.019,#NA,#NA,#NA,#NA,,,360,8.4
10/15/1961,#NA,#NA,5.71271E+12,#NA,#NA,2.462,#NA,#NA,12.8,3.09,1.3286,#NA,#NA,17.4,0.87,#NA,2.26,0.019,#NA,#NA,#NA,#NA,,,360,8.58
11/15/1961,#NA,#NA,5.60095E+12,#NA,#NA,2.462,#NA,#NA,12.9,3.82,1.3286,#NA,#NA,17.4,0.77,#NA,2.61,0.019,#NA,#NA,#NA,#NA,,,360,8.76
12/15/1961,#NA,#NA,5.60095E+12,#NA,#NA,2.462,#NA,#NA,13,3.96,1.3286,#NA,#NA,17.4,0.58,#NA,2.33,0.019,#NA,#NA,#NA,#NA,,,360,8.76
1/15/1962,#NA,#NA,5.40733E+12,#NA,#NA,2.462,#NA,#NA,13,4.39,1.3286,#NA,#NA,17.4,0.67,#NA,2.15,0.019,#NA,#NA,#NA,#NA,,,360,8.76
2/15/1962,#NA,#NA,5.40733E+12,#NA,#NA,2.462,#NA,#NA,13,4.54,1.3286,#NA,#NA,17.5,0.87,#NA,2.37,0.019,#NA,#NA,#NA,#NA,,,360,8.76
3/15/1962,#NA,#NA,5.40733E+12,#NA,#NA,2.462,#NA,#NA,13.1,5.12,1.3286,#NA,#NA,17.5,1.06,#NA,2.85,0.019,#NA,#NA,#NA,#NA,,,360,8.76
4/15/1962,#NA,#NA,5.40733E+12,#NA,#NA,2.462,#NA,#NA,13.2,5.57,1.3286,#NA,#NA,17.5,1.25,#NA,2.78,0.02,#NA,#NA,#NA,#NA,,,360,8.76
5/15/1962,#NA,#NA,5.1482E+12,#NA,#NA,2.462,#NA,#NA,13.2,6.02,1.3286,#NA,#NA,17.5,1.35,#NA,2.36,0.02,#NA,#NA,#NA,#NA,,,360,8.76
6/15/1962,#NA,#NA,4.78968E+12,#NA,#NA,2.462,#NA,#NA,13.2,6.77,1.3286,#NA,#NA,17.6,1.25,#NA,2.68,0.02,#NA,#NA,#NA,#NA,,,360,8.76
7/15/1962,#NA,#NA,4.68531E+12,#NA,#NA,2.462,#NA,#NA,13.3,6.43,1.3286,#NA,#NA,17.6,1.05,#NA,2.71,0.02,#NA,#NA,#NA,#NA,,,360,8.76
8/15/1962,#NA,#NA,4.38646E+12,#NA,#NA,2.462,#NA,#NA,13.3,5.67,1.3286,#NA,#NA,17.6,1.15,#NA,2.93,0.02,#NA,#NA,#NA,#NA,,,360,8.76
9/15/1962,#NA,#NA,3.41855E+12,#NA,#NA,2.462,#NA,#NA,13.3,5.49,1.3286,#NA,#NA,17.7,1.43,#NA,2.9,0.02,#NA,#NA,#NA,#NA,,,360,8.76
10/15/1962,#NA,#NA,3.62008E+12,#NA,#NA,2.462,#NA,#NA,13.4,4.43,1.3286,#NA,#NA,17.7,1.34,#NA,2.9,0.02,#NA,#NA,#NA,#NA,,,360,8.58
11/15/1962,#NA,#NA,3.62008E+12,#NA,#NA,2.462,#NA,#NA,13.5,4.38,1.3286,#NA,#NA,17.7,1.34,#NA,2.94,0.02,#NA,#NA,#NA,#NA,,,360,8.22
12/15/1962,#NA,#NA,3.62008E+12,#NA,#NA,2.462,#NA,#NA,13.5,4.23,1.3286,#NA,#NA,17.6,1.24,#NA,2.93,0.02,#NA,#NA,#NA,#NA,,,360,10.41
1/15/1963,#NA,#NA,3.62008E+12,#NA,#NA,2.462,#NA,#NA,13.6,4.35,1.3388,#NA,#NA,17.7,1.44,#NA,2.92,0.02,#NA,#NA,#NA,#NA,,,360,8.03
2/15/1963,#NA,#NA,3.62008E+12,#NA,#NA,2.462,#NA,#NA,13.7,4.9,1.3387,#NA,#NA,17.7,1.24,#NA,3,0.02,#NA,#NA,#NA,#NA,,,360,8.03
3/15/1963,#NA,#NA,3.62008E+12,#NA,#NA,2.462,#NA,#NA,13.7,4.6,1.3385,#NA,#NA,17.7,1.14,#NA,2.98,0.02,#NA,#NA,#NA,#NA,,,360,8.4
4/15/1963,#NA,#NA,3.3324E+12,#NA,#NA,2.462,#NA,#NA,13.7,4.44,1.3387,#NA,#NA,17.7,0.95,#NA,2.9,0.02,#NA,#NA,#NA,#NA,,,360,7.3
5/15/1963,#NA,#NA,2.77339E+12,#NA,#NA,2.462,#NA,#NA,13.8,4.57,1.3388,#NA,#NA,17.7,0.95,#NA,3,0.02,#NA,#NA,#NA,#NA,,,360,6.94
6/15/1963,#NA,#NA,2.77339E+12,#NA,#NA,2.462,#NA,#NA,13.9,4.83,1.339,#NA,#NA,17.8,1.23,#NA,2.99,0.02,#NA,#NA,#NA,#NA,,,360,7.3
7/15/1963,#NA,#NA,2.77339E+12,#NA,#NA,2.462,#NA,#NA,13.9,4.81,1.3389,#NA,#NA,17.9,1.52,#NA,3.02,0.02,#NA,#NA,#NA,#NA,,,360,7.3
8/15/1963,#NA,#NA,2.77339E+12,#NA,#NA,2.462,#NA,#NA,14,5.36,1.3389,#NA,#NA,17.9,1.52,#NA,3.49,0.02,#NA,#NA,#NA,#NA,,,360,7.3
9/15/1963,#NA,#NA,2.77339E+12,#NA,#NA,2.462,#NA,#NA,14.1,5.62,1.3404,#NA,#NA,17.9,0.94,#NA,3.48,0.02,#NA,#NA,#NA,#NA,,,360,7.3
10/15/1963,#NA,#NA,2.77339E+12,#NA,#NA,2.462,#NA,#NA,14.1,5.75,1.3384,#NA,#NA,17.9,1.13,#NA,3.5,0.02,#NA,#NA,#NA,#NA,,,360,7.3
11/15/1963,#NA,#NA,2.77339E+12,#NA,#NA,2.462,#NA,#NA,14.2,5.01,1.3388,#NA,#NA,17.9,1.32,#NA,3.48,0.02,#NA,#NA,#NA,#NA,,,360,7.3
12/15/1963,#NA,#NA,2.77339E+12,#NA,#NA,2.462,#NA,#NA,14.2,5.01,1.3388,#NA,#NA,17.9,1.7,#NA,3.38,0.02,#NA,#NA,#NA,#NA,,,360,8.03
1/15/1964,#NA,#NA,2.77339E+12,8,#NA,2.462,#NA,#NA,14.2,4.7,1.3383,#NA,#NA,18,1.6,#NA,3.48,0.02,#NA,#NA,#NA,#NA,,,360,7.67
2/15/1964,#NA,#NA,2.34902E+12,8,#NA,2.462,#NA,#NA,14.2,4.14,1.3387,#NA,#NA,17.9,1.41,#NA,3.48,0.02,#NA,#NA,#NA,#NA,,,360,8.21
3/15/1964,#NA,#NA,1.45849E+12,8,#NA,2.462,#NA,#NA,14.3,3.99,1.3388,#NA,#NA,18,1.41,#NA,3.43,0.02,#NA,#NA,#NA,#NA,,,360,8.76
4/15/1964,#NA,#NA,1.43304E+12,8,#NA,2.462,#NA,#NA,14.3,3.86,1.3387,#NA,#NA,18,1.51,#NA,3.47,0.02,#NA,#NA,#NA,#NA,,,360,9.13
5/15/1964,#NA,#NA,1.43304E+12,8,#NA,2.462,#NA,#NA,14.3,3.58,1.3388,#NA,#NA,18,1.51,#NA,3.5,0.02,#NA,#NA,#NA,#NA,,,360,9.49
6/15/1964,#NA,#NA,1.43304E+12,8,#NA,2.462,#NA,#NA,14.3,3.16,1.3387,#NA,#NA,18,1.31,#NA,3.5,0.02,#NA,#NA,#NA,#NA,,,360,10.59
7/15/1964,#NA,#NA,1.43304E+12,8,#NA,2.462,#NA,#NA,14.4,3.01,1.3388,#NA,#NA,18.1,1.12,#NA,3.42,0.021,#NA,#NA,#NA,#NA,,,360,10.95
8/15/1964,#NA,#NA,1.39349E+12,8,#NA,2.462,#NA,#NA,14.4,2.74,1.3389,#NA,#NA,18.1,1.12,#NA,3.5,0.021,#NA,#NA,#NA,#NA,,,360,11.32
9/15/1964,#NA,#NA,1.08209E+12,8,#NA,2.462,#NA,#NA,14.5,2.59,1.3387,#NA,#NA,18.1,1.21,#NA,3.45,0.02,#NA,#NA,#NA,#NA,,,360,11.32
10/15/1964,#NA,#NA,1.06799E+12,8,#NA,2.462,#NA,#NA,14.5,2.59,1.3386,#NA,#NA,18.1,1.21,#NA,3.36,0.02,#NA,#NA,#NA,#NA,,,360,10.95
11/15/1964,#NA,#NA,1.06799E+12,8,#NA,2.462,#NA,#NA,14.5,2.32,1.3388,#NA,#NA,18.1,1.21,#NA,3.52,0.021,#NA,#NA,#NA,#NA,,,360,10.95
12/15/1964,#NA,#NA,1.03841E+12,8,#NA,2.462,#NA,#NA,14.5,2.19,1.3391,#NA,#NA,18.1,1.12,#NA,3.85,0.021,#NA,#NA,#NA,#NA,,,360,10.95
1/15/1965,#NA,#NA,9.29393E+11,12,#NA,2.462,#NA,#NA,14.6,2.31,1.3388,#NA,#NA,18.1,1.06,#NA,3.9,0.021,#NA,#NA,#NA,#NA,,,360,8.4
2/15/1965,#NA,#NA,9.29393E+11,12,#NA,2.462,#NA,#NA,14.6,2.31,1.3129,#NA,#NA,18.1,1.16,#NA,3.98,0.021,#NA,#NA,#NA,#NA,,,360,8.4
3/15/1965,#NA,#NA,9.29393E+11,12,#NA,2.462,#NA,#NA,14.6,2.43,1.3385,#NA,#NA,18.2,1.17,#NA,4.04,0.021,#NA,#NA,#NA,#NA,,,360,8.4
4/15/1965,#NA,#NA,9.29393E+11,12,#NA,2.462,#NA,#NA,14.7,2.69,1.3385,#NA,#NA,18.2,1.4,#NA,4.09,0.021,#NA,#NA,#NA,#NA,,,360,7.3
5/15/1965,#NA,#NA,9.29393E+11,12,#NA,2.462,#NA,#NA,14.7,2.81,1.3384,#NA,#NA,18.3,1.61,#NA,4.1,0.021,#NA,#NA,#NA,#NA,,,360,7.3
6/15/1965,#NA,#NA,9.29393E+11,12,#NA,2.462,#NA,#NA,14.9,4.21,1.3388,#NA,#NA,18.4,1.97,#NA,4.04,0.021,#NA,#NA,#NA,#NA,,,360,6.94
7/15/1965,#NA,#NA,9.29393E+11,12,#NA,2.462,#NA,#NA,14.8,3.05,1.3389,#NA,#NA,18.4,1.79,#NA,4.09,0.021,#NA,#NA,#NA,#NA,,,360,6.57
8/15/1965,#NA,#NA,9.29393E+11,12,#NA,2.462,#NA,#NA,14.8,2.67,1.3388,#NA,#NA,18.3,1.58,#NA,4.12,0.021,#NA,#NA,#NA,#NA,,,360,6.57
9/15/1965,#NA,#NA,9.29393E+11,12,#NA,2.462,#NA,#NA,14.8,2.4,1.3384,#NA,#NA,18.4,1.7,#NA,4.01,0.021,#NA,#NA,#NA,#NA,,,360,6.21
10/15/1965,#NA,#NA,9.29393E+11,12,#NA,2.462,#NA,#NA,14.8,2.27,1.3383,#NA,#NA,18.4,1.71,#NA,4.08,0.021,#NA,#NA,#NA,#NA,,,360,5.84
11/15/1965,#NA,#NA,8.33101E+11,12,#NA,2.462,#NA,#NA,14.9,2.52,1.3385,#NA,#NA,18.4,1.74,#NA,4.1,0.021,#NA,#NA,#NA,#NA,,,360,5.84
12/15/1965,#NA,#NA,7.74637E+11,12,#NA,2.462,#NA,#NA,14.9,2.9,1.339,#NA,#NA,18.5,1.96,#NA,4.32,0.021,#NA,#NA,#NA,#NA,,,360,5.84
1/15/1966,#NA,#NA,7.74637E+11,12,#NA,2.462,#NA,#NA,14.9,2.63,1.3384,#NA,#NA,18.5,1.92,#NA,4.42,0.021,#NA,#NA,#NA,#NA,,,360,5.84
2/15/1966,#NA,#NA,7.74637E+11,12,#NA,2.462,#NA,#NA,15,2.76,1.3385,#NA,#NA,18.6,2.56,#NA,4.6,0.021,#NA,#NA,#NA,#NA,,,360,5.84
3/15/1966,#NA,#NA,7.74637E+11,12,#NA,2.462,#NA,#NA,15,2.63,1.3385,#NA,#NA,18.7,2.77,#NA,4.65,0.021,#NA,#NA,#NA,#NA,,,360,5.84
4/15/1966,#NA,#NA,7.74637E+11,12,#NA,2.462,#NA,#NA,15.1,2.74,1.3385,#NA,#NA,18.7,2.87,#NA,4.67,0.021,#NA,#NA,#NA,#NA,,,360,5.84
5/15/1966,#NA,#NA,7.74637E+11,12,#NA,2.462,#NA,#NA,15.1,2.86,1.3385,#NA,#NA,18.8,2.76,#NA,4.9,0.021,#NA,#NA,#NA,#NA,,,360,5.84
6/15/1966,#NA,#NA,7.74637E+11,12,#NA,2.462,#NA,#NA,15.1,1.1,1.3386,#NA,#NA,18.8,2.53,#NA,5.17,0.021,#NA,#NA,#NA,#NA,,,360,5.84
7/15/1966,#NA,#NA,7.74637E+11,12,#NA,2.462,#NA,#NA,15.1,2.35,1.3385,#NA,#NA,18.9,2.74,#NA,5.3,0.021,#NA,#NA,#NA,#NA,,,360,5.84
8/15/1966,#NA,#NA,7.74637E+11,12,#NA,2.462,#NA,#NA,15.2,2.72,1.3381,#NA,#NA,19,3.49,#NA,5.53,0.021,#NA,#NA,#NA,#NA,,,360,5.84
9/15/1966,#NA,#NA,7.74637E+11,12,#NA,2.462,#NA,#NA,15.2,2.72,1.3332,#NA,#NA,19,3.48,#NA,5.4,0.021,#NA,#NA,#NA,#NA,,,360,5.84
10/15/1966,#NA,#NA,7.74637E+11,12,#NA,2.462,#NA,#NA,15.2,2.84,1.3283,#NA,#NA,19.1,3.79,#NA,5.53,0.021,#NA,#NA,#NA,#NA,,,360,5.84
11/15/1966,#NA,#NA,7.74637E+11,12,#NA,2.462,#NA,#NA,15.3,2.83,1.3273,#NA,#NA,19.1,3.58,#NA,5.76,0.021,#NA,#NA,#NA,#NA,,,360,5.84
12/15/1966,#NA,#NA,7.74637E+11,12,#NA,2.462,#NA,#NA,15.3,2.7,1.3252,#NA,#NA,19.1,3.35,#NA,5.4,0.021,#NA,#NA,#NA,#NA,,,360,5.84
1/15/1967,#NA,#NA,7.74637E+11,22,#NA,2.462,#NA,#NA,15.4,2.93,1.3251,#NA,#NA,19.1,3.35,#NA,4.94,0.022,#NA,#NA,#NA,#NA,,,360,5.84
2/15/1967,#NA,#NA,6.63729E+11,22,#NA,2.462,#NA,#NA,15.4,2.68,1.3262,#NA,#NA,19.1,2.81,#NA,5,0.022,#NA,#NA,#NA,#NA,,,360,5.84
3/15/1967,#NA,#NA,6.33294E+11,22,#NA,2.462,#NA,#NA,15.4,2.92,1.3254,#NA,#NA,19.2,2.7,#NA,4.53,0.022,#NA,#NA,#NA,#NA,,,360,6.21
4/15/1967,#NA,#NA,6.33294E+11,22,#NA,2.462,#NA,#NA,15.4,2.55,1.327,#NA,#NA,19.2,2.48,#NA,4.05,0.022,#NA,#NA,#NA,#NA,,,360,5.84
5/15/1967,#NA,#NA,6.33294E+11,22,#NA,2.462,#NA,#NA,15.5,2.42,1.333,#NA,#NA,19.3,2.69,#NA,3.94,0.022,#NA,#NA,#NA,#NA,,,360,5.84
6/15/1967,#NA,#NA,6.33294E+11,22,#NA,2.462,#NA,#NA,15.5,2.54,1.3367,#NA,#NA,19.3,2.68,#NA,3.98,0.022,#NA,#NA,#NA,#NA,,,360,6.21
7/15/1967,#NA,#NA,6.33294E+11,22,#NA,2.462,#NA,#NA,15.5,2.41,1.338,#NA,#NA,19.4,2.87,#NA,3.79,0.022,#NA,#NA,#NA,#NA,,,360,6.21
8/15/1967,#NA,#NA,6.33294E+11,22,#NA,2.462,#NA,#NA,15.6,2.65,1.3375,#NA,#NA,19.5,2.66,#NA,3.9,0.022,#NA,#NA,#NA,#NA,,,360,6.57
9/15/1967,#NA,#NA,6.33294E+11,22,#NA,2.462,#NA,#NA,15.6,2.76,1.3372,#NA,#NA,19.5,2.65,#NA,3.99,0.022,#NA,#NA,#NA,#NA,,,360,6.94
10/15/1967,#NA,#NA,6.33294E+11,22,#NA,2.462,#NA,#NA,15.7,3,1.3379,#NA,#NA,19.6,2.54,#NA,3.88,0.022,#NA,#NA,#NA,#NA,,,360,6.94
11/15/1967,#NA,#NA,6.33294E+11,22,#NA,2.462,#NA,#NA,15.8,3.59,1.3388,#NA,#NA,19.6,2.84,#NA,4.13,0.022,#NA,#NA,#NA,#NA,,,360,6.94
12/15/1967,#NA,#NA,6.33294E+11,22,#NA,2.462,#NA,#NA,15.8,3.34,1.3373,#NA,#NA,19.7,3.04,#NA,4.51,0.022,#NA,#NA,#NA,#NA,,,360,7.3
1/15/1968,#NA,#NA,5.34079E+11,22,#NA,2.462,#NA,#NA,16,3.92,1.3327,#NA,#NA,19.8,3.45,#NA,4.6,0.022,#NA,0.0125,#NA,#NA,,,360,7.67
2/15/1968,#NA,#NA,5.34079E+11,22,#NA,2.462,#NA,#NA,16,4.04,1.3327,#NA,#NA,19.8,3.65,#NA,4.71,0.022,#NA,0.0125,#NA,#NA,,,360,7.67
3/15/1968,#NA,#NA,5.34079E+11,22,#NA,2.462,#NA,#NA,16,3.79,1.3331,#NA,#NA,19.9,3.94,#NA,5.05,0.022,#NA,0.0125,#NA,#NA,,,360,8.03
4/15/1968,#NA,#NA,5.34079E+11,22,#NA,2.462,#NA,#NA,16.1,4.02,1.3312,#NA,#NA,20,4.04,#NA,5.76,0.022,#NA,0.0125,#NA,#NA,,,360,8.03
5/15/1968,#NA,#NA,5.34079E+11,22,#NA,2.462,#NA,#NA,16.1,4.13,1.324,#NA,#NA,20,4.02,#NA,6.11,0.022,#NA,0.0125,#NA,#NA,,,360,8.03
6/15/1968,#NA,#NA,5.34079E+11,22,#NA,2.462,#NA,#NA,16.2,4.49,1.3188,#NA,#NA,20.2,4.41,#NA,6.07,0.022,#NA,0.0125,#NA,#NA,,,360,8.03
7/15/1968,#NA,#NA,5.34079E+11,22,#NA,2.462,#NA,#NA,16.2,4.48,1.3192,#NA,#NA,20.3,4.29,#NA,6.02,0.022,#NA,0.0125,#NA,#NA,,,360,8.4
8/15/1968,#NA,#NA,5.2101E+11,22,#NA,2.462,#NA,#NA,16.3,4.69,1.3188,#NA,#NA,20.3,4.28,#NA,6.03,0.022,#NA,0.0125,#NA,#NA,,,360,8.03
9/15/1968,#NA,#NA,4.69769E+11,22,#NA,2.462,#NA,#NA,16.4,5.03,1.319,#NA,#NA,20.4,4.37,#NA,5.78,0.022,#NA,0.0125,#NA,#NA,,,360,8.03
10/15/1968,#NA,#NA,4.64782E+11,22,#NA,2.462,#NA,#NA,16.6,5.59,1.319,#NA,#NA,20.5,4.65,#NA,5.91,0.022,#NA,0.0125,#NA,#NA,,,360,7.67
11/15/1968,#NA,#NA,4.60828E+11,22,#NA,2.462,#NA,#NA,16.6,5.08,1.3202,#NA,#NA,20.6,4.74,#NA,5.82,0.022,#NA,0.0125,#NA,#NA,,,360,7.3
12/15/1968,#NA,#NA,4.50339E+11,22,#NA,2.462,#NA,#NA,16.7,5.31,1.3253,#NA,#NA,20.6,4.72,#NA,6.02,0.022,#NA,0.0125,#NA,#NA,,,360,7.67
1/15/1969,#NA,#NA,4.48963E+11,22,#NA,2.462,#NA,#NA,16.8,5.37,1.3253,#NA,#NA,20.7,4.61,#NA,6.3,0.022,#NA,0.0125,#NA,#NA,,,360,7.3
2/15/1969,#NA,#NA,4.40365E+11,22,#NA,2.462,#NA,#NA,16.9,5.59,1.3244,#NA,#NA,20.8,4.69,#NA,6.61,0.022,#NA,0.0125,#NA,#NA,,,360,7.3
3/15/1969,#NA,#NA,4.33487E+11,22,#NA,2.462,#NA,#NA,17,6.04,1.3237,#NA,#NA,20.9,5.06,#NA,6.79,0.022,#NA,0.0125,#NA,#NA,,,360,7.67
4/15/1969,#NA,#NA,4.29877E+11,22,#NA,2.462,#NA,#NA,17.1,6.26,1.3215,#NA,#NA,21.1,5.43,#NA,7.41,0.023,#NA,0.0125,#NA,#NA,,,360,7.3
5/15/1969,#NA,#NA,4.27125E+11,22,#NA,2.462,#NA,#NA,17.1,6.35,1.3199,#NA,#NA,21.1,5.42,#NA,8.67,0.023,#NA,0.0125,#NA,#NA,,,360,6.94
6/15/1969,#NA,#NA,4.24546E+11,22,#NA,2.462,#NA,#NA,17.2,6.33,1.3195,#NA,#NA,21.3,5.38,#NA,8.9,0.023,#NA,0.0125,#NA,#NA,,,360,6.94
7/15/1969,#NA,#NA,4.20247E+11,20,#NA,2.462,#NA,#NA,17.3,6.65,1.3194,#NA,#NA,21.4,5.45,#NA,8.61,0.023,#NA,0.0125,#NA,#NA,,,360,7.67
8/15/1969,#NA,#NA,4.187E+11,20,#NA,2.462,#NA,#NA,17.3,6.28,1.3159,#NA,#NA,21.5,5.63,#NA,9.19,0.023,#NA,0.0125,#NA,#NA,,,360,8.03
9/15/1969,#NA,#NA,4.14401E+11,20,#NA,2.462,#NA,#NA,17.4,6.12,1.1812,#NA,#NA,21.6,5.8,#NA,9.15,0.023,#NA,0.0125,#NA,#NA,,,360,8.25
10/15/1969,#NA,#NA,4.08899E+11,20,#NA,2.462,#NA,#NA,17.5,5.73,1.1749,#NA,#NA,21.6,5.58,#NA,9,0.023,#NA,0.0125,#NA,#NA,,,360,8.25
11/15/1969,#NA,#NA,4.04256E+11,20,#NA,2.462,#NA,#NA,17.6,5.82,1.1764,#NA,#NA,21.8,5.75,#NA,8.85,0.023,#NA,0.0125,#NA,#NA,,,360,8.25
12/15/1969,#NA,#NA,3.98748E+11,20,#NA,2.462,#NA,#NA,17.6,5.92,1.1779,#NA,#NA,21.9,6.11,#NA,8.97,0.023,#NA,0.0125,#NA,#NA,,,360,8.5
1/15/1970,#NA,#NA,3.95481E+11,20,#NA,2.462,#NA,#NA,17.9,6.18,1.1814,#NA,10.35,22,6.19,#NA,8.98,0.024,5.2,0.0125,64.9226,#NA,,,360,8.25
2/15/1970,#NA,#NA,3.90525E+11,20,#NA,2.462,#NA,#NA,17.9,6.16,1.1832,#NA,9.86,22.1,6.35,#NA,8.98,0.024,4.81,0.0125,65.1942,#NA,,,360,8.5
3/15/1970,#NA,#NA,3.89023E+11,20,#NA,2.462,#NA,#NA,18,5.91,1.1835,#NA,9.55,22.2,6.02,#NA,7.76,0.024,5.01,0.0125,65.4947,#NA,,,360,8.5
4/15/1970,#NA,#NA,3.82958E+11,20,#NA,2.462,#NA,#NA,18.1,6,1.1859,#NA,8.95,22.3,5.98,#NA,8.1,0.024,4.87,0.0125,65.932,#NA,,,360,8.25
5/15/1970,#NA,#NA,3.80417E+11,20,#NA,2.462,#NA,#NA,18.2,5.97,1.1881,#NA,9.02,22.4,6.15,#NA,7.94,0.024,5.09,0.0125,65.2543,#NA,,,360,8.25
6/15/1970,#NA,#NA,3.77079E+11,20,#NA,2.462,#NA,#NA,18.2,6.06,1.1883,#NA,9.59,22.5,6.02,#NA,7.6,0.024,5.35,0.0125,65.4335,#NA,,,360,8.25
