Name,US GDP (AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES (AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - DURABLES (AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - NONDURABLES(AR) CONA,US PERSONAL CONSUMPTION EXPENDITURES - SERVICES (AR) CONA,US PRIVATE DOMESTIC FIXED INVESTMENT (AR) CONA,US CHANGE IN PRIVATE INVENTORIES (NIA) (AR) CONA,US EXPORTS OF GOODS & SERVICES (NIA) (AR) CONA,US IMPORTS OF GOODS & SERVICES (NIA) (AR) CONA,US GOVERNMENT CONSUMPTION & INVESTMENT (AR) CONA,US GDP (AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES (AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - DURABLES (AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - NONDURABLES(AR) CURA,US PERSONAL CONSUMPTION EXPENDITURES - SERVICES (AR) CURA,US PRIVATE DOMESTIC FIXED INVESTMENT (AR) CURA,US CHANGE IN PRIVATE INVENTORIES (AR) CURA,US EXPORTS OF GOODS & SERVICES (NIA) (AR) CURA,US IMPORTS OF GOODS & SERVICES (NIA) (AR) CURA,US GOVERNMENT CONSUMPTION & INVESTMENT (AR) CURA,US IMPLICIT PRICE DEFLATOR - GDP SADJ,US IPD - PERSONAL CONSUMPTION EXPENDITURES SADJ,US CPI - ALL URBAN: ALL ITEMS SADJ,US CPI - ALL ITEMS LESS FOOD & ENERGY (CORE) SADJ,US PPI - FINISHED GOODS SADJ,US INDUSTRIAL PRODUCTION - TOTAL INDEX VOLA,"US CIVILIAN LABOR FORCE, (16 YRS & OVER) VOLA",US TOTAL CIVILIAN EMPLOYMENT VOLA,US CIVILIAN NONINSTITUTIONAL POPULATION - 16 YRS & OVER VOLN,US UNEMPLOYMENT RATE SADJ,US EMPLOYED - NONFARM INDUSTRIES TOTAL (PAYROLL SURVEY) VOLA,US AVG WKLY HOURS - TOTAL PRIVATE NONFARM VOLA,US FEDERAL FUNDS RATE (AVG.),US TREASURY BILL SECONDARY MARKET RATE ON DISCOUNT BASIS-3 MONTH,US TREASURY BILL SECONDARY MARKET RATE ON DISCOUNT BASIS-6 MONTH,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 1 YEAR,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 5 YEAR,US TREASURY YIELD ADJUSTED TO CONSTANT MATURITY - 10YEAR,US STANDARD & POOR'S INDEX OF 500 COMMON STOCKS(MONTHLY AVE NADJ,US DOW JONES INDUSTRIALS SHARE PRICE INDEX (EP) NADJ,US NEW YORK STOCK EXCHANGE COMPOSITE SHARE PRICE INDEX,US THE CONFERENCE BOARD LEADING ECONOMIC INDICATORS INDEX SADJ,US NET PRIVATE SAVING CURA,US NET GOVERNMENT SAVING CURA,US NONRESL. PRIVATE FIXED INVESTMENT - STRUCTURES (AR) CONA,US NONRESL.PRIVATE FIXED INVESTMENT-EQUIPMENT & SOFTWARE(AR),US RESIDENTIAL PRIVATE DOMESTIC INVESTMENT (AR) CONA,US NONRESL. PRIVATE FIXED INVESTMENT - STRUCTURES (AR) CURA,US NONRESL.PRIVATE FIXED INVESTMENT-EQUIPMENT & SOFTWARE(AR),US RESIDENTIAL PRIVATE DOMESTIC INVESTMENT (AR) CURA,US NET WORTH - HOUSEHOLDS & NONPROFITS (FOF) CURN,US TOTAL ASSETS - HHOLDS & NONPROFITS CURN,US REAL ESTATE ASSETS - HOUSEHOLDS & NONPROFITS (FOF) CURN,US FINANCIAL LIABILITIES - HOUSEHOLDS & NONPROFITS(FOF) CURN,"US GDP IN REAL TERMS,POTENTIAL OUTPUT (AR) CONA",US RATIO OF POTENTIAL AND ACTUAL REAL GDP (AR) SADJ,US MONETARY BASE CURA,US MONEY SUPPLY M1 CURA,US MONEY SUPPLY M2 CURA
Q4 1993,8643.8,5783.7,,,,,15.6,724.2,813.9,1883.9,6813.8,4581.1,573.8,1105.3,2902,979.8,16.6,671.7,745,1309.7,78.829,79.206,145.967,153.867,124.3,73.9404,129742,121152,195621,6.6,111914,34.4,2.99,3.06,3.2,3.53,4.97,5.61,464.247,3754.09,2739.44,68.533,431.4,-237.6,,,,182.4,513.3,284.1,24459.28,28850.05,8213.727,4390.77,8770772,1.01469,384073,1122.3,3473.1
Q1 1994,8727.9,5848.1,,,,,50.5,731.1,832.9,1859.9,6916.3,4650.4,588.8,1116.8,2944.7,998.3,45.3,681.2,761.8,1302.9,79.244,79.519,146.7,154.867,125,74.8814,130555,121994,196085,6.6,112762,34.4,3.21,3.24,3.45,3.91,5.48,6.07,469.46,3635.96,2612.35,69.633,476.6,-231,,,,176.2,528.6,293.5,24473.62,28895.56,8282.887,4421.93,8832417,1.01197,393158,1136,3484.1
Q2 1994,8847.3,5891.5,,,,,90.5,755.2,863.9,1867.7,7044.3,4709.8,598.7,1128.1,2983,1025.5,81.4,706.3,797.6,1318.8,79.621,79.943,147.533,155.933,125.1,76.2462,130654,122596,196522,6.2,113816,34.5,3.94,3.99,4.41,5.13,6.67,7.08,450.987,3624.96,2592.26,70.7,475.7,-199.2,,,,187.4,533.1,305,24617.48,29123.79,8372.609,4506.3,8895775,1.00548,401601,1143.2,3494.6
Q3 1994,8904.3,5938.7,,,,,56,784.1,888.2,1900.5,7131.8,4786.3,609.3,1149.6,3027.4,1039.7,53.2,737.1,833.8,1349.3,80.094,80.596,148.9,157.1,125.9,77.193,131116,123245,197050,6,114817,34.5,4.49,4.48,4.89,5.6,6.96,7.33,460.866,3843.19,2701.8,71.4,482.8,-205.4,,,,189.4,545.3,304.9,25007.94,29604.34,8457.598,4596.39,8963792,1.00668,409753,1151,3496.7
Q4 1994,9003.2,5997.3,,,,,80.1,801.5,913.2,1884.1,7248.2,4856.7,631.8,1163,3061.8,1070.5,75.2,758.3,860.6,1348.1,80.507,80.981,149.767,158.1,126.1,78.7128,131862,124450,197601,5.6,115733,34.5,5.17,5.28,5.77,6.6,7.63,7.84,460.003,3834.44,2653.37,72.5,515.5,-213.1,,,,194.1,571.6,304.9,25241.97,29958.87,8522.047,4716.89,9036194,1.00366,416361,1150.6,3496
Q1 1995,9025.3,6004.3,498.5,1428.1,4159.1,1224.7,65.9,816.2,933.2,1891.6,7307.7,4888.7,621.2,1166.9,3100.6,1099.5,61.1,780.7,886.9,1364.6,80.969,81.419,150.867,159.433,127.2,79.6933,132087,124849,197882,5.5,116591,34.4,5.81,5.74,6.04,6.73,7.39,7.48,480.106,4157.69,2865.9,72.367,556,-210.5,336.5,486.8,457.7,201.4,596.3,301.8,25880.33,30625.28,8576.02,4744.95,9102151,1.00851,422459,1148.5,3500.5
Q2 1995,9044.7,6053.5,503.6,1435.2,4196.7,1220.1,37.7,827.4,942.1,1897.9,7355.8,4957.5,626.9,1177,3153.6,1098.9,33.7,797.7,908.3,1376.3,81.328,81.894,152.1,160.733,127.8,79.9263,132130,124629,198295,5.7,117037,34.3,6.02,5.6,5.62,5.97,6.4,6.62,523.69,4556.1,3085.84,72.133,535.9,-208.5,343.2,488,443,206.7,598.7,293.5,26512.02,31347.08,8648.207,4835.05,9171789,1.01405,429529,1146.3,3533.5
Q3 1995,9120.7,6107.6,517.8,1440.3,4226.6,1236.2,8.2,863.4,945.4,1893.7,7452.5,5022.9,642.5,1183.7,3196.7,1114.9,11.3,830.5,905.8,1378.8,81.71,82.239,152.867,161.8,128,80.6887,132430,124934,198807,5.7,117527,34.3,5.8,5.37,5.36,5.65,6.08,6.32,565.083,4789.07,3312.33,72.8,549.3,-201.1,345.7,491.2,456.7,210.5,600.6,303.8,27270.37,32216.9,8753.969,4946.53,9244792,1.01361,431313,1144.3,3596.6
Q4 1995,9184.3,6150.6,526.8,1447.7,4250.5,1261.9,16.5,875.9,957.4,1872.5,7542.5,5080.1,652.3,1191.7,3236.2,1138.2,18.5,838.6,909.2,1376.4,82.125,82.595,153.7,162.933,128.8,81.36,132614,125221,199352,5.6,118070,34.3,5.72,5.26,5.24,5.44,5.69,5.89,597.673,5117.11,3484.15,73.033,545.1,-167.8,342.8,506,467,210.5,615.4,312.4,27946.35,32984.72,8836.09,5038.38,9319609,1.01473,433396,1132.9,3631.6
Q1 1996,9247.2,6206.9,532.5,1457.1,4292.1,1293.8,3.2,886.9,988.6,1884.5,7638.2,5156.5,659.8,1211.2,3285.5,1163.2,6.9,847.6,936.7,1400.7,82.6,83.078,155.067,164.033,130,81.95,132916,125542,199776,5.5,118565,34.1,5.36,4.93,4.88,5.12,5.57,5.91,637.01,5587.14,3668.24,73.067,561.6,-173.8,348.9,519.8,479.3,214.4,627,321.8,28625.72,33726.32,8941.289,5100.6,9392488,1.01571,434447,1121.5,3676.5
Q2 1996,9407.1,6277.1,549.4,1475.8,4320.6,1335.9,26.8,901.8,1010.7,1911.6,7800,5248.8,676.3,1239.5,3332.9,1197.4,30.5,859,952.8,1417.1,82.916,83.618,156.4,165,131,83.5569,133591,126280,200279,5.5,119354,34.3,5.24,5.02,5.14,5.66,6.49,6.72,658.967,5654.63,3798.08,74.533,549.7,-131,356.5,536,499.5,219.9,640.6,336.9,29166.29,34364.46,9048.988,5198.17,9470982,1.00679,438130,1118.8,3721.1
Q3 1996,9488.9,6314.6,553.3,1486.3,4343.7,1366.8,62,909.1,1043.5,1909.7,7892.7,5304.4,679.4,1246.5,3378.5,1228.7,51.1,859.7,973.8,1422.6,83.179,84.002,157.3,166.067,131.5,84.6588,134284,127218,200849,5.3,120083,34.4,5.31,5.1,5.22,5.78,6.54,6.78,660.543,5882.17,3884.05,75.367,559.5,-113.3,360.9,557.7,498.2,225.5,663.5,339.7,29539.86,34834.01,9156.707,5294.16,9555297,1.007,444439,1103.4,3756.3
Q4 1996,9592.5,6366.1,564.1,1498.3,4369.3,1389.6,32.8,966.1,1064,1925.9,8023,5384.7,689.6,1268.3,3426.8,1248.5,34.6,904.3,992.6,1443.5,83.638,84.584,158.667,167.133,132.6,85.8164,135014,127840,201457,5.3,120791,34.4,5.28,4.98,5.07,5.48,6.1,6.34,726.79,6448.27,4148.07,76.033,557.6,-83,379.3,568.2,493,238.6,672,337.9,30010.3,35409.12,9263.488,5398.82,9642767,1.00524,449265,1083.8,3799.6
Q1 1997,9666.2,6430.2,579.4,1507.4,4404.8,1416.8,43.2,984.5,1109.5,1929.4,8137,5467.1,705.6,1281.1,3480.4,1270.8,49.8,919.1,1027.2,1457.4,84.179,85.022,159.633,168.1,132.8,87.4668,135582,128496,202395,5.2,121536,34.4,5.28,5.06,5.14,5.65,6.36,6.56,785.59,6583.48,4214.16,77.233,571.3,-62.4,382.6,586,494.7,243,687.1,340.7,30287.62,35722.74,9371.777,5435.12,9729342,1.00653,454785,1077.4,3845.2
Q2 1997,9809.6,6456.2,577.5,1508.3,4434.7,1447.3,103.9,1023.5,1146.7,1946,8276.8,5504,696.6,1277.9,3529.5,1296.6,88.4,955,1039.7,1472.4,84.375,85.25,160,169.167,131.5,88.8312,136115,129340,202835,5,122390,34.5,5.52,5.05,5.27,5.85,6.57,6.7,824.437,7672.79,4889.72,78.233,600.6,-37.9,379.2,607.6,500.9,243.1,706.9,346.7,31973.74,37504.87,9514.129,5531.13,9816019,1.00065,459798,1064.5,3889
Q3 1997,9932.7,6566,603.3,1532.5,4487.4,1503.1,75.4,1047.2,1189,1948.2,8409.9,5613.3,722.8,1297.7,3592.9,1346.9,68,974.7,1070.9,1477.9,84.669,85.491,160.8,169.9,131.3,90.8901,136590,129950,203367,4.9,123084,34.6,5.53,5.05,5.13,5.54,6.13,6.24,930.016,7945.26,5257.58,79.533,585.4,4.8,393.5,641.3,503.2,255.1,740.5,351.3,33160.85,38814.87,9647.168,5654.01,9909240,0.99764,466982,1069.4,3949.9
Q4 1997,10008.9,6641.1,618.7,1543.3,4533.1,1516,87,1045.3,1214.7,1951.5,8505.7,5698.1,737.1,1308.2,3652.8,1356.3,77.8,968.9,1085.3,1490,84.982,85.8,161.667,170.867,131.6,93.156,136916,130504,203935,4.7,124058,34.6,5.51,5.09,5.17,5.48,5.83,5.91,950.816,7908.25,5405.19,80.333,585.5,0.1,396.2,646.7,508.4,259.9,738.9,357.5,33607.25,39352.63,9800.949,5745.39,10001950,0.99931,475956,1069.5,4010.9
Q1 1998,10103.4,6707.2,623.9,1554.7,4583.5,1561.6,117.2,1050.3,1260.2,1939.7,8600.6,5757.5,737.9,1307.3,3712.3,1389.9,105.1,963.8,1098.2,1482.6,85.125,85.841,162,171.9,130.6,94.1747,137148,130782,204395,4.6,124802,34.6,5.52,5.05,5.05,5.31,5.51,5.59,1021.31,8799.81,6056.42,81,587.5,53.5,392,679.6,517.5,260.7,764.3,364.9,35490.89,41293.12,10008.52,5802.22,10091710,0.99884,483430,1076.6,4085.5
Q2 1998,10194.3,6822.6,655.7,1573.9,4639.4,1616,43.2,1038.2,1289.1,1981.9,8698.6,5870.2,769.8,1320.8,3779.6,1434.2,37.3,947.8,1109.6,1518.7,85.329,86.041,162.533,172.867,130.5,94.9132,137326,131259,204905,4.4,125576,34.5,5.5,4.98,5.11,5.41,5.59,5.6,1109.67,8952.02,6119.34,81.333,565.6,63.3,413.1,700.4,533,277.7,778.1,378.4,36152.79,42100.35,10257.09,5947.55,10187060,0.99929,489108,1077.2,4160.3
Q3 1998,10328.8,6913.1,674.6,1585.5,4695.8,1646.8,60.6,1033.3,1306.5,2000.2,8847.2,5968,786,1335.8,3846.2,1460.3,52.4,936,1109.9,1540.4,85.656,86.329,163.367,173.9,130.5,95.5844,137815,131568,205483,4.5,126277,34.5,5.53,4.82,4.87,5.09,5.12,5.2,1083.95,7842.61,5334.13,81.467,556.8,97.4,413.2,714.6,549,280.1,786.5,393.6,34887.91,40945.09,10490.82,6057.17,10284770,0.99574,498405,1076.7,4232
Q4 1998,10507.6,7019.1,714.6,1607.2,4728.5,1697.1,65.5,1072.3,1348.7,2018.1,9027.5,6078.2,826.4,1356.2,3895.7,1503.9,60,967.9,1145,1562.5,85.914,86.596,164.133,174.867,131,96.7739,138431,132294,206098,4.4,127036,34.5,4.86,4.25,4.29,4.39,4.39,4.67,1122.316,9181.43,6299.93,82.133,503.6,107.8,412.6,747,562.2,282,815.1,406.8,37692.83,43892.96,10743.6,6200.13,10386120,0.98844,510429,1092.1,4342.1
Q1 1999,10601.2,7088.3,716.4,1636.9,4768.5,1728.6,89.4,1064.1,1383.1,2028.4,9148.6,6157.4,821.3,1385.8,3950.3,1534,83.3,958.7,1170.6,1585.8,86.298,86.867,164.733,175.633,131.5,97.821,138900,132943,206876,4.3,127789,34.4,4.73,4.41,4.41,4.66,4.88,4.98,1259.003,9786.15,6382.2,83.333,559.8,123.2,410.9,771.3,565.5,282.8,837.9,413.3,38434.43,44720.79,10965.79,6286.35,10483680,0.98891,520899,1097.5,4418.9
Q2 1999,10684,7199.9,750.9,1652.3,4822.4,1769,41.1,1076.3,1427.2,2036.9,9252.6,6290,856.4,1419.2,4014.3,1569.7,35.1,971.2,1222.2,1608.8,86.602,87.362,165.967,176.467,132.3,98.7117,139132,133215,207432,4.3,128603,34.4,4.75,4.45,4.58,4.88,5.44,5.54,1329.793,10970.8,6853.15,83.867,479.4,133.5,405.9,803.4,571.6,281.2,866.2,422.3,39850.33,46290.73,11230.62,6440.39,10584620,0.9907,532857,1101.4,4482.9
Q3 1999,10819.9,7286.4,769.1,1660.1,4880.3,1810.2,44.6,1104.5,1478.9,2063.3,9405.1,6398.9,873.1,1441.3,4084.4,1603.9,40.6,998.8,1281.7,1644.6,86.924,87.819,167.2,177.4,133.6,99.7082,139497,133571,208044,4.2,129337,34.4,5.09,4.65,4.78,5.16,5.77,5.88,1342.217,10336.95,6268,84.767,425.1,145,405.6,834.3,576.4,283,891.5,429.4,39395.2,45999.45,11503.11,6604.24,10688560,0.98786,544896,1098,4548
Q4 1999,11014.3,7389.2,778.7,1694.1,4940.1,1820.4,99.1,1132.2,1514.4,2095.9,9607.7,6524.9,878.6,1484.2,4162.1,1615.2,84.3,1028.5,1331,1685.9,87.23,88.303,168.433,178.4,134.8,101.6679,139991,134275,208660,4.1,130238,34.4,5.31,5.04,5.21,5.61,6.06,6.14,1373.229,11497.13,6876.1,85.667,427.8,160.7,410.4,834.6,583.4,288.8,888.2,438.1,42887.21,49661.45,11771.63,6774.24,10790880,0.97972,574122,1112.2,4609.9
Q1 2000,11043,7501.3,822.5,1679.5,5014.8,1873.7,18.7,1151.7,1575.8,2078.7,9709.5,6683,923.5,1494.3,4265.1,1672.8,16.1,1052.8,1410.7,1695.6,87.924,89.092,170.1,179.567,136.4,102.8656,142386,136619,211586,4,131019,34.4,5.68,5.52,5.69,6.19,6.59,6.48,1418.889,10921.92,6848.61,86.233,419.4,256.4,418.4,870.7,588,297.8,925.7,449.2,44264.38,51164.02,12140.33,6899.64,10883160,0.98553,578639,1113.2,4682.3
Q2 2000,11258.5,7571.8,807.7,1713.1,5073.1,1920.8,101,1184.4,1623.9,2106.4,9949.1,6775.7,905,1537.7,4332.9,1720.5,90.4,1089.2,1453.6,1726.9,88.37,89.486,171.433,180.7,137.3,104.1095,142577,136947,212242,3.9,131795,34.3,6.27,5.71,5.96,6.22,6.42,6.18,1447.266,10447.89,6798.17,86.533,405.6,227.7,435.7,901.6,584,313,957.1,450.5,43794.04,50844.94,12582.61,7050.9,10987100,0.97589,573904,1107.5,4758.9
Q3 2000,11267.9,7645.9,821.7,1724.7,5120.1,1927.5,63.1,1213.3,1680.6,2099.8,10017.5,6881.7,915,1560.5,4406.2,1734.5,57.2,1119.1,1515,1740,88.903,90.006,173,181.9,138.4,104.0299,142437,136695,212919,4,132045,34.2,6.52,6.02,6.02,6.13,6.06,5.89,1475.502,10650.92,7010.81,86.033,404.8,220.3,452.1,903.7,573.7,328.2,960.2,446,44099.99,51335.4,12984,7235.41,11087590,0.984,577627,1100.8,4813.8
Q4 2000,11334.5,7713.5,827.7,1741.6,5165.1,1933.3,58.1,1203.8,1679.3,2106.2,10129.8,6981.1,919.5,1580.9,4480.7,1742.9,54.5,1111.8,1521.8,1761.3,89.371,90.505,174.233,183,140.1,103.7253,142944,137341,213560,3.9,132316,34.2,6.47,6.02,5.93,5.9,5.55,5.57,1365.37,10786.85,6945.57,85.067,327.6,201.4,454,907.1,574.2,333.5,959.2,450.2,42729.48,50106.14,13378.5,7376.66,11183760,0.9867,582449,1092.9,4885.6
Q1 2001,11297.2,7744.3,841.8,1731.4,5189.3,1921.8,-34.8,1188,1654.8,2137.3,10165.1,7058.1,930.9,1575.9,4551.4,1732,-30.7,1097.1,1492.5,1801.1,89.979,91.14,175.9,184.333,141.6,102.2032,143808,137724,214101,4.2,132500,34.1,5.59,4.82,4.65,4.6,4.8,5.05,1275.743,9878.78,6298.35,84.033,394.6,174.4,441.5,904.2,576.8,329,944.7,458.3,41400.53,48830.44,13815.3,7429.91,11270510,0.99764,590068,1103,5017.1
Q2 2001,11371.3,7773.5,841.3,1739.7,5211.4,1891.7,-10.7,1149.2,1605.5,2181.7,10301.3,7118.7,923.9,1594.5,4600.3,1711,-11.6,1056.6,1420.3,1846.9,90.59,91.576,177.133,185.467,142,100.8223,143415,137088,214736,4.4,132147,34,4.33,3.66,3.64,3.78,4.83,5.27,1232.973,10502.4,6574.32,83.9,390.6,113.3,443,870.9,584.9,335.3,905.4,470.4,42699.6,50327.26,14167.28,7627.66,11358650,0.99889,598766,1120.3,5145.6
Q3 2001,11340.1,7807.7,851.5,1748.1,5225.4,1871.9,-30.8,1090.1,1566.7,2177.8,10305.2,7151.2,928.9,1595.1,4627.3,1700.5,-30.1,997.1,1364.2,1850.6,90.874,91.592,177.633,186.733,140.7,99.3478,143642,136719,215422,4.8,131734,33.9,3.5,3.17,3.12,3.3,4.48,4.98,1142.53,8847.56,5750.42,84.233,524.4,-127.3,445.5,849.2,588.1,342.6,877.1,480.9,40755.26,48635.89,14564.29,7880.63,11442210,1.009,620917,1164.5,5264.5
Q4 2001,11380.1,7930,923.1,1763.2,5248.6,1824.9,-90.7,1059.3,1548,2216.4,10373.1,7267.2,1001.7,1585.2,4680.3,1657.4,-80.8,960.1,1317.9,1887.2,91.151,91.642,177.5,187.967,138.5,98.0901,144210,136226,216112,5.5,130939,33.8,2.13,1.91,1.93,2.24,4.09,4.77,1117.066,10021.5,6236.39,84.933,349.8,-62,403.2,843.3,583.1,312,865.3,480.1,42478.71,50486.31,14823.04,8007.6,11520540,1.01234,631862,1173.2,5386
Q1 2002,11477.9,7957.3,912.5,1770.4,5282.7,1808.7,-15.1,1076.2,1586.8,2250.4,10498.7,7309,981.3,1588.3,4739.4,1641.4,-13.4,973.4,1348.3,1936.6,91.469,91.852,178.067,189,138.2,98.6935,144339,136105,216664,5.7,130485,33.8,1.73,1.72,1.85,2.32,4.46,5.08,1131.556,10403.94,6348.79,87.267,575.6,-261.3,381.4,832.9,598.7,297.8,851.7,491.9,43068.35,51210.47,15107.1,8142.12,11593450,1.01007,645785,1191.4,5485.8
Q2 2002,11538.8,7997.8,922.1,1772.7,5310.5,1801.5,13.4,1105.5,1640.4,2272,10601.9,7403.4,986.4,1612.8,4804.1,1634.9,13.2,1005.9,1424,1968.5,91.881,92.568,179.467,189.967,138.6,100.11,144824,136360,217204,5.8,130345,33.9,1.75,1.72,1.86,2.34,4.44,5.1,1068.45,9243.26,5636.54,88.433,588.4,-307.6,360.7,830.5,613.4,284.8,843.5,506.6,41701.88,50036.97,15447.44,8335.09,11661840,1.01066,658089,1189.1,5530
Q3 2002,11596.4,8052,949.1,1777.7,5329.2,1798.4,19.8,1113.2,1667.4,2290.4,10701.7,7491.2,1010.4,1621.6,4859.2,1632.1,18.3,1020.6,1456.4,1996,92.284,93.036,180.433,190.967,138.8,100.6426,145121,136807,217868,5.7,130247,33.9,1.74,1.64,1.63,1.81,3.35,4.26,894.65,7591.93,4709.96,88.967,518.8,-310,344.7,837.3,616.9,274.6,846,511.5,40011.46,48549.37,15848.29,8537.9,11734450,1.0119,669958,1193.4,5634.6
Q4 2002,11598.8,8080.6,936.6,1800.2,5350.1,1783.9,32.9,1101.8,1697.4,2305.7,10766.9,7553.2,990.3,1648.8,4914.1,1631.4,30,1012.2,1492.1,2032.3,92.828,93.474,181.5,191.833,139.9,100.5538,145140,136652,218543,5.9,130284,33.8,1.44,1.33,1.36,1.53,3.01,4.01,887.913,8341.63,5000,89.733,568.4,-348.6,339.6,820.4,626.4,273.7,829.5,528.1,41344.84,50149.26,16244.05,8804.42,11802830,1.01759,677489,1211.2,5753.3
Q1 2003,11645.8,8122.3,937.5,1819.5,5371.8,1784.1,31.5,1091.6,1676.9,2300.9,10888.4,7646.9,979.4,1695.7,4971.8,1642.8,28.6,1012.5,1516.1,2073.6,93.496,94.147,183.367,192.467,142.6,101.2838,146020,137444,220109,5.9,130090,33.7,1.25,1.16,1.17,1.3,2.91,3.92,860.026,7992.13,4730.21,90.333,543,-381.9,336.2,818.3,632.4,274.2,823.4,545.2,41460.29,50452.96,16573.71,8992.67,11867630,1.01905,690094,1234.7,5841.6
Q2 2003,11738.7,8197.8,974.1,1828,5398.7,1829.7,-3.5,1088.2,1700.9,2335.1,11008.1,7723.8,1007.3,1674.8,5041.7,1681.7,-3.1,1011.6,1515.9,2110,93.776,94.218,183.067,192.8,142.3,100.5182,146677,137656,220774,6.1,129842,33.6,1.25,1.04,1.05,1.15,2.57,3.62,937.997,8985.44,5505.17,91.933,622.8,-427.3,346.3,839.5,646.8,282.6,841.2,557.9,43535.67,52917.99,16905.86,9382.32,11930830,1.01637,700861,1265.6,5957.6
Q3 2003,11935.5,8312.1,1013.2,1863.8,5435.7,1888.7,3,1117.6,1720.7,2342,11255.7,7882.5,1037.5,1732.3,5112.6,1740.9,4.2,1041.4,1540.8,2127.5,94.304,94.831,184.433,193.567,143.5,101.1532,146487,137544,221513,6.1,129870,33.6,1.02,0.93,1,1.22,3.14,4.23,1000.503,9275.06,5644.03,94.033,648.4,-477,345.6,865.7,679.8,284.1,866.8,590.1,44624.73,54268.77,17373.91,9644.04,11999170,1.00533,708677,1292.9,6079.7
Q4 2003,12042.8,8358,1019.8,1871.3,5467.5,1922.4,38.3,1169.7,1784.4,2343.7,11416.5,7962.8,1035,1747.6,5180.3,1787.9,35.8,1098.6,1607.8,2139.1,94.799,95.272,185.133,194.067,144.8,102.1822,146815,138273,222276,5.8,130181,33.7,1,0.92,1,1.3,3.25,4.29,1056.423,10453.9,6440.3,96.2,641.5,-374.8,343.9,882,698.2,286.6,883.9,617.4,47124.7,56972.33,17827.98,9847.63,12069790,1.00224,717752,1300.8,6069.6
Q1 2004,12127.6,8437.6,1031,1888.9,5518.3,1918.6,52.4,1197.3,1829.8,2354.9,11597.2,8105.3,1045.9,1789.2,5270.3,1802.2,51.4,1138.8,1685.1,2184.5,95.626,96.062,186.7,195,146,102.8903,146832,138489,222356,5.7,130561,33.7,1,0.92,0.98,1.22,2.99,4.02,1133.286,10357.7,6599.06,98.133,684,-432,341.9,874.4,704.5,290.8,873.8,637.6,48537.07,58586.06,18522.6,10048.99,12133300,1.00047,724006,1319.2,6115
Q2 2004,12213.8,8483.2,1038.3,1894,5551.7,1977.7,78.7,1216,1903.1,2363.5,11778.4,8209.4,1052.3,1810.5,5346.6,1880,76,1170.8,1776.9,2219,96.435,96.772,188.167,196.233,148,103.3436,147125,138902,222973,5.6,131285,33.7,1.01,1.08,1.33,1.78,3.72,4.6,1122.823,10435.5,6602.99,99.833,699.6,-405.4,345.9,902.5,731,300.9,903.5,675.6,49538.63,59899.27,19243.7,10360.63,12202650,0.99909,734005,1335.4,6243.7
Q3 2004,12303.5,8555.8,1058.7,1907.8,5589.6,2019.7,62.7,1225,1930.7,2372.1,11950.5,8330.7,1065,1834.4,5431.3,1940.6,60.8,1185.4,1821.3,2254.4,97.131,97.368,189.367,197.067,148.5,103.8226,147557,139539,223680,5.4,131623,33.7,1.43,1.49,1.75,2.08,3.51,4.3,1104.15,10080.27,6570.25,100.633,706.4,-365.2,349.4,932.5,738.4,312.4,931.5,696.6,50036.59,60674.74,19855.34,10638.15,12275070,0.99769,748859,1351.6,6308.6
Q4 2004,12410.3,8654.2,1076.1,1927.6,5650.8,2053.9,71.6,1252.9,1979.7,2357.6,12144.9,8494.9,1083.1,1888.7,5523.1,1991.8,71.5,1225.9,1912.4,2273.3,97.862,98.159,191.4,198.267,151.6,105.2605,148005,140029,224418,5.4,132208,33.7,1.95,2.01,2.23,2.47,3.49,4.17,1162.073,10783,7250.06,101.4,627,-348.7,349.7,959.8,744.2,322.4,956.7,712.6,52885.77,63894,20574.85,11008.23,12347570,0.99495,757997,1371.5,6393.4
Q1 2005,12534.1,8719,1083.3,1949.6,5686.4,2079.2,91.4,1276.2,1991,2359.9,12379.5,8609.6,1089.2,1908.1,5612.3,2040,90.7,1262.4,1939.8,2316.5,98.766,98.746,192.367,199.5,152.8,106.7183,148261,140428,225038,5.3,132660,33.7,2.47,2.54,2.79,3.06,3.88,4.3,1191.98,10503.76,7167.53,102,610.8,-263.7,356,965.6,757.7,338.4,966.8,734.8,54107.44,65313.98,21586.96,11206.54,12420460,0.99093,762833,1370.6,6430.8
Q2 2005,12587.5,8802.9,1113.6,1961.5,5727.9,2116,15.5,1303.5,2012.9,2362.4,12516.8,8747.2,1117.9,1929.4,5699.9,2099.4,15.9,1298.5,1988.7,2344.6,99.438,99.367,193.667,200.433,154,107.1698,149142,141526,225674,5.1,133390,33.7,2.94,2.86,3.09,3.34,3.87,4.16,1181.72,10274.97,7217.78,102.4,611.5,-269.2,354.6,986,775.3,346.5,988.4,764.5,55824.13,67345.94,22538.62,11521.83,12495000,0.99265,767806,1367.2,6474.4
